,alpha3_code,region,category,parameter,mode,powertrain,year,unit,value
4581,IND,India,Projection-STEPS,EV sales share,Vans,EV,2030,percent,10.0
4582,IND,India,Projection-STEPS,EV stock share,Vans,EV,2030,percent,2.0
4583,IND,India,Projection-STEPS,EV stock share,Cars,EV,2030,percent,5.0
4584,IND,India,Projection-STEPS,EV stock share,Trucks,EV,2030,percent,0.519999980926513
4585,IND,India,Projection-STEPS,EV sales share,Cars,EV,2030,percent,15.0
4586,IND,India,Projection-APS,EV sales share,Trucks,EV,2030,percent,2.0
4587,IND,India,Projection-STEPS,EV sales share,Buses,EV,2030,percent,21.0
4588,IND,India,Projection-STEPS,Oil displacement Mbd,Buses,EV,2030,Milion barrels per day,0.0299999993294477
4589,IND,India,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2030,Milion barrels per day,0.0080000003799796
4590,IND,India,Projection-STEPS,Oil displacement Mbd,Vans,EV,2030,Milion barrels per day,0.0046000001020729
4591,IND,India,Projection-STEPS,Oil displacement Mbd,Cars,EV,2030,Milion barrels per day,0.0390000008046627
4592,IND,India,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2030,"Oil displacement, million lge",1700.0
4593,IND,India,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2030,"Oil displacement, million lge",460.0
4594,IND,India,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2030,"Oil displacement, million lge",260.0
4595,IND,India,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2030,"Oil displacement, million lge",2300.0
4596,IND,India,Projection-APS,EV sales,Buses,BEV,2030,Vehicles,44000.0
4597,IND,India,Projection-APS,EV sales,Buses,PHEV,2030,Vehicles,4.19999980926513
4598,IND,India,Projection-APS,EV sales,Trucks,BEV,2030,Vehicles,8000.0
4599,IND,India,Projection-APS,EV sales,Trucks,PHEV,2030,Vehicles,4500.0
4600,IND,India,Projection-APS,EV sales,Vans,BEV,2030,Vehicles,230000.0
4601,IND,India,Projection-APS,EV sales,Vans,PHEV,2030,Vehicles,20000.0
4602,IND,India,Projection-APS,EV sales,Cars,BEV,2030,Vehicles,1900000.0
4603,IND,India,Projection-APS,EV sales,Cars,PHEV,2030,Vehicles,21000.0
4604,IND,India,Projection-APS,EV stock,Buses,BEV,2030,Vehicles,190000.0
4605,IND,India,Projection-APS,EV stock,Buses,PHEV,2030,Vehicles,49.0
4606,IND,India,Projection-APS,EV stock,Trucks,BEV,2030,Vehicles,26000.0
4607,IND,India,Projection-APS,EV stock,Trucks,PHEV,2030,Vehicles,15000.0
4608,IND,India,Projection-APS,EV stock,Vans,BEV,2030,Vehicles,560000.0
4609,IND,India,Projection-APS,EV stock,Vans,PHEV,2030,Vehicles,52000.0
4610,IND,India,Projection-APS,EV stock,Cars,BEV,2030,Vehicles,6500000.0
4611,IND,India,Projection-APS,EV stock,Cars,PHEV,2030,Vehicles,120000.0
4612,IND,India,Projection-STEPS,Electricity demand,Buses,EV,2030,GWh,8100.0
4613,IND,India,Projection-STEPS,Electricity demand,Trucks,EV,2030,GWh,2000.0
4614,IND,India,Projection-STEPS,Electricity demand,Vans,EV,2030,GWh,2000.0
4615,IND,India,Projection-STEPS,Electricity demand,Cars,EV,2030,GWh,9200.0
4616,IDN,Indonesia,Historical,EV charging points,EV,Publicly available fast,2020,charging points,51.0
4617,IDN,Indonesia,Historical,EV charging points,EV,Publicly available slow,2020,charging points,50.0
4618,IDN,Indonesia,Historical,EV charging points,EV,Publicly available fast,2021,charging points,130.0
4619,IDN,Indonesia,Historical,EV charging points,EV,Publicly available slow,2021,charging points,54.0
4620,IDN,Indonesia,Historical,EV charging points,EV,Publicly available fast,2022,charging points,130.0
4621,IDN,Indonesia,Historical,EV charging points,EV,Publicly available slow,2022,charging points,580.0
4622,ISR,Israel,Historical,EV stock,Cars,BEV,2010,Vehicles,6.0
4623,ISR,Israel,Historical,EV stock share,Cars,EV,2010,percent,0.0002600000007078
4624,ISR,Israel,Historical,EV stock share,Cars,EV,2011,percent,0.0035000001080334
4625,ISR,Israel,Historical,EV sales share,Cars,EV,2011,percent,0.001300000003539
4626,ISR,Israel,Historical,EV stock,Cars,BEV,2011,Vehicles,85.0
4627,ISR,Israel,Historical,EV sales,Cars,BEV,2011,Vehicles,3.0
4628,ISR,Israel,Historical,EV sales,Cars,BEV,2012,Vehicles,600.0
4629,ISR,Israel,Historical,EV stock,Cars,BEV,2012,Vehicles,610.0
4630,ISR,Israel,Historical,EV sales,Cars,PHEV,2012,Vehicles,1.0
4631,ISR,Israel,Historical,EV stock,Cars,PHEV,2012,Vehicles,1.0
4632,ISR,Israel,Historical,EV sales share,Cars,EV,2012,percent,0.270000010728836
4633,ISR,Israel,Historical,EV stock share,Cars,EV,2012,percent,0.0240000002086162
4634,ISR,Israel,Historical,EV stock share,Cars,EV,2013,percent,0.0390000008046627
4635,ISR,Israel,Historical,EV sales share,Cars,EV,2013,percent,0.209999993443489
4636,ISR,Israel,Historical,EV sales share,Buses,EV,2013,percent,3.19999999192077e-05
4637,ISR,Israel,Historical,EV stock,Cars,PHEV,2013,Vehicles,18.0
4638,ISR,Israel,Historical,EV sales,Cars,PHEV,2013,Vehicles,17.0
4639,ISR,Israel,Historical,EV stock,Cars,BEV,2013,Vehicles,1000.0
4640,ISR,Israel,Historical,EV sales,Cars,BEV,2013,Vehicles,460.0
4641,ISR,Israel,Historical,EV sales,Buses,BEV,2013,Vehicles,0.0010000000474974
4642,ISR,Israel,Historical,EV sales,Cars,BEV,2014,Vehicles,6.0
4643,ISR,Israel,Historical,EV stock,Cars,BEV,2014,Vehicles,1200.0
4644,ISR,Israel,Historical,EV sales,Cars,PHEV,2014,Vehicles,52.0
4645,ISR,Israel,Historical,EV stock,Cars,PHEV,2014,Vehicles,70.0
4646,ISR,Israel,Historical,EV sales share,Cars,EV,2014,percent,0.0219999998807907
4647,ISR,Israel,Historical,EV stock share,Cars,EV,2014,percent,0.0460000000894069
4648,ISR,Israel,Historical,EV stock share,Cars,EV,2015,percent,0.0460000000894069
4649,ISR,Israel,Historical,EV sales share,Cars,EV,2015,percent,0.0240000002086162
4650,ISR,Israel,Historical,EV stock,Cars,PHEV,2015,Vehicles,140.0
4651,ISR,Israel,Historical,EV sales,Cars,PHEV,2015,Vehicles,65.0
4652,ISR,Israel,Historical,EV charging points,EV,Publicly available fast,2015,charging points,0.100000001490116
4653,ISR,Israel,Historical,EV charging points,EV,Publicly available slow,2015,charging points,0.100000001490116
4654,ISR,Israel,Historical,EV stock,Cars,BEV,2015,Vehicles,1200.0
4655,ISR,Israel,Historical,EV sales,Cars,BEV,2015,Vehicles,3.0
4656,ISR,Israel,Historical,EV sales,Cars,BEV,2016,Vehicles,5.0
4657,ISR,Israel,Historical,EV stock,Cars,BEV,2016,Vehicles,1200.0
4658,ISR,Israel,Historical,EV sales,Buses,BEV,2016,Vehicles,5.0
4659,ISR,Israel,Historical,EV stock,Buses,BEV,2016,Vehicles,5.0
4660,ISR,Israel,Historical,EV charging points,EV,Publicly available fast,2016,charging points,0.100000001490116
4661,ISR,Israel,Historical,EV charging points,EV,Publicly available slow,2016,charging points,0.100000001490116
4662,ISR,Israel,Historical,EV sales,Cars,PHEV,2016,Vehicles,63.0
4663,ISR,Israel,Historical,EV stock,Cars,PHEV,2016,Vehicles,200.0
4664,ISR,Israel,Historical,EV sales share,Cars,EV,2016,percent,0.0219999998807907
4665,ISR,Israel,Historical,EV stock share,Cars,EV,2016,percent,0.0460000000894069
4666,ISR,Israel,Historical,EV stock share,Buses,EV,2016,percent,0.0130000002682209
4667,ISR,Israel,Historical,EV sales share,Buses,EV,2016,percent,0.109999999403953
4668,ISR,Israel,Historical,EV sales share,Buses,EV,2017,percent,0.949999988079071
4669,ISR,Israel,Historical,EV stock share,Buses,EV,2017,percent,0.109999999403953
4670,ISR,Israel,Historical,EV stock share,Cars,EV,2017,percent,0.0949999988079071
4671,ISR,Israel,Historical,EV sales share,Cars,EV,2017,percent,0.519999980926513
4672,ISR,Israel,Historical,EV stock,Cars,PHEV,2017,Vehicles,1700.0
4673,ISR,Israel,Historical,EV sales,Cars,PHEV,2017,Vehicles,1500.0
4674,ISR,Israel,Historical,EV charging points,EV,Publicly available fast,2017,charging points,0.100000001490116
4675,ISR,Israel,Historical,EV charging points,EV,Publicly available slow,2017,charging points,0.100000001490116
4676,ISR,Israel,Historical,EV stock,Buses,BEV,2017,Vehicles,45.0
4677,ISR,Israel,Historical,EV sales,Buses,BEV,2017,Vehicles,40.0
4678,ISR,Israel,Historical,EV stock,Cars,BEV,2017,Vehicles,1400.0
4679,ISR,Israel,Historical,EV sales,Cars,BEV,2017,Vehicles,130.0
4680,ISR,Israel,Historical,EV sales,Cars,BEV,2018,Vehicles,130.0
4681,ISR,Israel,Historical,EV stock,Cars,BEV,2018,Vehicles,1500.0
4682,ISR,Israel,Historical,EV sales,Buses,BEV,2018,Vehicles,23.0
4683,ISR,Israel,Historical,EV stock,Buses,BEV,2018,Vehicles,78.0
4684,ISR,Israel,Historical,EV charging points,EV,Publicly available fast,2018,charging points,0.100000001490116
4685,ISR,Israel,Historical,EV charging points,EV,Publicly available slow,2018,charging points,0.100000001490116
4686,ISR,Israel,Historical,EV sales,Cars,PHEV,2018,Vehicles,3600.0
4687,ISR,Israel,Historical,EV stock,Cars,PHEV,2018,Vehicles,5300.0
4688,ISR,Israel,Historical,EV sales share,Cars,EV,2018,percent,1.20000004768371
4689,ISR,Israel,Historical,EV stock share,Cars,EV,2018,percent,0.200000002980232
4690,ISR,Israel,Historical,EV stock share,Buses,EV,2018,percent,0.189999997615814
4691,ISR,Israel,Historical,EV sales share,Buses,EV,2018,percent,0.610000014305114
4692,ISR,Israel,Historical,EV sales share,Buses,EV,2019,percent,0.370000004768371
4693,ISR,Israel,Historical,EV stock share,Buses,EV,2019,percent,0.219999998807907
4694,ISR,Israel,Historical,EV stock share,Cars,EV,2019,percent,0.330000013113021
4695,ISR,Israel,Historical,EV sales share,Cars,EV,2019,percent,1.60000002384185
4696,ISR,Israel,Historical,EV stock,Cars,PHEV,2019,Vehicles,9200.0
4697,ISR,Israel,Historical,EV sales,Cars,PHEV,2019,Vehicles,3900.0
4698,ISR,Israel,Historical,EV charging points,EV,Publicly available fast,2019,charging points,0.100000001490116
4699,ISR,Israel,Historical,EV charging points,EV,Publicly available slow,2019,charging points,0.100000001490116
4700,ISR,Israel,Historical,EV stock,Buses,BEV,2019,Vehicles,94.0
4701,ISR,Israel,Historical,EV sales,Buses,BEV,2019,Vehicles,16.0
4702,ISR,Israel,Historical,EV stock,Cars,BEV,2019,Vehicles,2200.0
4703,ISR,Israel,Historical,EV sales,Cars,BEV,2019,Vehicles,850.0
4704,ISR,Israel,Historical,EV sales,Cars,BEV,2020,Vehicles,1500.0
4705,ISR,Israel,Historical,EV sales,Buses,BEV,2020,Vehicles,24.0
4706,ISR,Israel,Historical,EV stock,Buses,BEV,2020,Vehicles,120.0
4707,ISR,Israel,Historical,EV sales,Vans,BEV,2020,Vehicles,45.0
4708,ISR,Israel,Historical,EV stock,Vans,BEV,2020,Vehicles,2.0
4709,ISR,Israel,Historical,EV charging points,EV,Publicly available fast,2020,charging points,0.100000001490116
4710,ISR,Israel,Historical,EV sales,Cars,PHEV,2020,Vehicles,5400.0
4711,ISR,Israel,Historical,EV stock,Cars,PHEV,2020,Vehicles,15000.0
4712,ISR,Israel,Historical,EV stock,Cars,BEV,2020,Vehicles,3800.0
4713,ISR,Israel,Historical,EV sales share,Cars,EV,2020,percent,2.59999990463256
4714,ISR,Israel,Historical,EV stock share,Cars,EV,2020,percent,0.509999990463256
4715,ISR,Israel,Historical,EV stock share,Buses,EV,2020,percent,0.270000010728836
4716,ISR,Israel,Historical,EV sales share,Buses,EV,2020,percent,0.870000004768371
4717,ISR,Israel,Historical,EV sales share,Vans,EV,2020,percent,0.360000014305114
4718,ISR,Israel,Historical,EV stock share,Vans,EV,2020,percent,0.0009399999980814
4719,ISR,Israel,Historical,EV stock share,Vans,EV,2021,percent,0.0120000001043081
4720,ISR,Israel,Historical,EV sales share,Vans,EV,2021,percent,0.490000009536743
4721,ISR,Israel,Historical,EV stock share,Trucks,EV,2021,percent,0.001300000003539
4722,ISR,Israel,Historical,EV sales share,Trucks,EV,2021,percent,0.0130000002682209
4723,ISR,Israel,Historical,EV sales share,Buses,EV,2021,percent,0.77999997138977
4724,ISR,Israel,Historical,EV stock share,Buses,EV,2021,percent,0.330000013113021
4725,ISR,Israel,Historical,EV stock share,Cars,EV,2021,percent,1.10000002384185
4726,ISR,Israel,Historical,EV sales share,Cars,EV,2021,percent,6.80000019073486
4727,ISR,Israel,Historical,EV stock,Cars,BEV,2021,Vehicles,15000.0
4728,ISR,Israel,Historical,EV stock,Cars,PHEV,2021,Vehicles,28000.0
4729,ISR,Israel,Historical,EV sales,Cars,PHEV,2021,Vehicles,13000.0
4730,ISR,Israel,Historical,EV stock,Trucks,BEV,2021,Vehicles,2.0
4731,ISR,Israel,Historical,EV sales,Trucks,BEV,2021,Vehicles,2.0
4732,ISR,Israel,Historical,EV charging points,EV,Publicly available fast,2021,charging points,0.100000001490116
4733,ISR,Israel,Historical,EV stock,Vans,BEV,2021,Vehicles,26.0
4734,ISR,Israel,Historical,EV sales,Vans,BEV,2021,Vehicles,76.0
4735,ISR,Israel,Historical,EV stock,Buses,BEV,2021,Vehicles,150.0
4736,ISR,Israel,Historical,EV sales,Buses,BEV,2021,Vehicles,33.0
4737,ISR,Israel,Historical,EV sales,Cars,BEV,2021,Vehicles,11000.0
4738,ISR,Israel,Historical,EV sales,Vans,PHEV,2021,Vehicles,2.0
4739,ISR,Israel,Historical,EV sales,Vans,PHEV,2022,Vehicles,18.0
4740,ISR,Israel,Historical,EV sales,Cars,BEV,2022,Vehicles,27000.0
4741,ISR,Israel,Historical,EV sales,Buses,BEV,2022,Vehicles,480.0
4742,ISR,Israel,Historical,EV stock,Buses,BEV,2022,Vehicles,620.0
4743,ISR,Israel,Historical,EV sales,Vans,BEV,2022,Vehicles,87.0
4744,ISR,Israel,Historical,EV stock,Vans,BEV,2022,Vehicles,120.0
4745,ISR,Israel,Historical,EV charging points,EV,Publicly available fast,2022,charging points,270.0
4746,ISR,Israel,Historical,EV charging points,EV,Publicly available slow,2022,charging points,2500.0
4747,ISR,Israel,Historical,EV sales,Trucks,BEV,2022,Vehicles,29.0
4748,ISR,Israel,Historical,EV stock,Trucks,BEV,2022,Vehicles,31.0
4749,ISR,Israel,Historical,EV sales,Cars,PHEV,2022,Vehicles,16000.0
4750,ISR,Israel,Historical,EV stock,Cars,PHEV,2022,Vehicles,44000.0
4751,ISR,Israel,Historical,EV stock,Cars,BEV,2022,Vehicles,44000.0
4752,ISR,Israel,Historical,EV sales share,Cars,EV,2022,percent,13.0
4753,ISR,Israel,Historical,EV stock share,Cars,EV,2022,percent,2.20000004768371
4754,ISR,Israel,Historical,EV stock share,Buses,EV,2022,percent,1.29999995231628
4755,ISR,Israel,Historical,EV sales share,Buses,EV,2022,percent,13.0
4756,ISR,Israel,Historical,EV sales share,Trucks,EV,2022,percent,0.200000002980232
4757,ISR,Israel,Historical,EV stock share,Trucks,EV,2022,percent,0.0199999995529651
4758,ISR,Israel,Historical,EV sales share,Vans,EV,2022,percent,0.759999990463256
4759,ISR,Israel,Historical,EV stock share,Vans,EV,2022,percent,0.0560000017285347
4760,ITA,Italy,Historical,EV sales share,Vans,EV,2010,percent,0.11999999731779
4761,ITA,Italy,Historical,EV sales,Trucks,BEV,2010,Vehicles,1.0
4762,ITA,Italy,Historical,EV sales,Cars,BEV,2010,Vehicles,40.0
4763,ITA,Italy,Historical,EV stock,Cars,BEV,2010,Vehicles,650.0
4764,ITA,Italy,Historical,EV stock share,Vans,EV,2010,percent,0.0219999998807907
4765,ITA,Italy,Historical,EV sales share,Cars,EV,2010,percent,0.0020000000949949
4766,ITA,Italy,Historical,EV stock share,Cars,EV,2010,percent,0.00179999996908
4767,ITA,Italy,Historical,EV sales share,Trucks,EV,2010,percent,0.0054999999701976
4768,ITA,Italy,Historical,EV sales,Vans,BEV,2010,Vehicles,210.0
4769,ITA,Italy,Historical,EV stock,Vans,BEV,2010,Vehicles,820.0
4770,ITA,Italy,Historical,EV stock,Vans,BEV,2011,Vehicles,910.0
4771,ITA,Italy,Historical,EV sales,Vans,BEV,2011,Vehicles,84.0
4772,ITA,Italy,Historical,EV sales share,Trucks,EV,2011,percent,0.0096000004559755
4773,ITA,Italy,Historical,EV stock share,Cars,EV,2011,percent,0.0020000000949949
4774,ITA,Italy,Historical,EV sales share,Cars,EV,2011,percent,0.0065000001341104
4775,ITA,Italy,Historical,EV stock share,Vans,EV,2011,percent,0.0240000002086162
4776,ITA,Italy,Historical,EV stock,Cars,BEV,2011,Vehicles,760.0
4777,ITA,Italy,Historical,EV sales,Cars,BEV,2011,Vehicles,110.0
4778,ITA,Italy,Historical,EV sales,Trucks,BEV,2011,Vehicles,2.0
4779,ITA,Italy,Historical,EV sales share,Vans,EV,2011,percent,0.0489999987185001
4780,ITA,Italy,Historical,EV sales share,Vans,EV,2012,percent,0.310000002384185
4781,ITA,Italy,Historical,EV sales,Trucks,BEV,2012,Vehicles,3.0
4782,ITA,Italy,Historical,EV sales,Cars,BEV,2012,Vehicles,460.0
4783,ITA,Italy,Historical,EV stock,Cars,BEV,2012,Vehicles,1200.0
4784,ITA,Italy,Historical,EV stock share,Vans,EV,2012,percent,0.0350000001490116
4785,ITA,Italy,Historical,EV sales share,Cars,EV,2012,percent,0.032999999821186
4786,ITA,Italy,Historical,EV stock share,Cars,EV,2012,percent,0.0032999999821186
4787,ITA,Italy,Historical,EV sales share,Trucks,EV,2012,percent,0.0140000004321336
4788,ITA,Italy,Historical,EV sales,Vans,BEV,2012,Vehicles,360.0
4789,ITA,Italy,Historical,EV stock,Vans,BEV,2012,Vehicles,1300.0
4790,ITA,Italy,Historical,EV sales,Vans,PHEV,2012,Vehicles,3.0
4791,ITA,Italy,Historical,EV charging points,EV,Publicly available fast,2012,charging points,1.0
4792,ITA,Italy,Historical,EV charging points,EV,Publicly available slow,2012,charging points,1400.0
4793,ITA,Italy,Historical,EV charging points,EV,Publicly available fast,2013,charging points,6.0
4794,ITA,Italy,Historical,EV charging points,EV,Publicly available slow,2013,charging points,1400.0
4795,ITA,Italy,Historical,EV sales,Vans,PHEV,2013,Vehicles,1.0
4796,ITA,Italy,Historical,EV stock,Vans,BEV,2013,Vehicles,1400.0
4797,ITA,Italy,Historical,EV sales,Vans,BEV,2013,Vehicles,180.0
4798,ITA,Italy,Historical,EV sales share,Trucks,EV,2013,percent,0.0579999983310699
4799,ITA,Italy,Historical,EV stock share,Cars,EV,2013,percent,0.0059000002220273
4800,ITA,Italy,Historical,EV sales share,Cars,EV,2013,percent,0.0799999982118606
4801,ITA,Italy,Historical,EV stock share,Vans,EV,2013,percent,0.0379999987781047
4802,ITA,Italy,Historical,EV stock,Cars,BEV,2013,Vehicles,2000.0
4803,ITA,Italy,Historical,EV sales,Cars,PHEV,2013,Vehicles,180.0
4804,ITA,Italy,Historical,EV sales,Cars,BEV,2013,Vehicles,860.0
4805,ITA,Italy,Historical,EV sales,Trucks,BEV,2013,Vehicles,8.0
4806,ITA,Italy,Historical,EV stock,Cars,PHEV,2013,Vehicles,180.0
4807,ITA,Italy,Historical,EV sales share,Vans,EV,2013,percent,0.180000007152557
4808,ITA,Italy,Historical,EV sales share,Vans,EV,2014,percent,0.230000004172325
4809,ITA,Italy,Historical,EV stock,Cars,PHEV,2014,Vehicles,520.0
4810,ITA,Italy,Historical,EV sales,Trucks,BEV,2014,Vehicles,6.0
4811,ITA,Italy,Historical,EV sales,Cars,BEV,2014,Vehicles,1000.0
4812,ITA,Italy,Historical,EV sales,Cars,PHEV,2014,Vehicles,340.0
4813,ITA,Italy,Historical,EV stock,Cars,BEV,2014,Vehicles,3100.0
4814,ITA,Italy,Historical,EV stock share,Vans,EV,2014,percent,0.0439999997615814
4815,ITA,Italy,Historical,EV sales share,Cars,EV,2014,percent,0.100000001490116
4816,ITA,Italy,Historical,EV stock share,Cars,EV,2014,percent,0.0096000004559755
4817,ITA,Italy,Historical,EV sales share,Trucks,EV,2014,percent,0.0489999987185001
4818,ITA,Italy,Historical,EV sales,Vans,BEV,2014,Vehicles,270.0
